Entrez ID;Gene symbol;Present in Signature dB;CAR Matched gene;RCDdb Matched gene;COSMIC Driver;COSMIC Tier;Category Search;RCD count;RCD form;Description;Summary;Other aliases;Chromosome;Start;End;Map location;RCDdb match gene
43;ACHE;Yes;No;No;no driver gene;0;cancer;2;Apoptosis/Necroptosis;acetylcholinesterase (Yt blood group);Acetylcholinesterase hydrolyzes the neurotransmitter, acetylcholine at neuromuscular junctions and brain cholinergic synapses, and thus terminates signal transmission. It is also found on the red blood cell membranes, where it constitutes the Yt blood group antigen. Acetylcholinesterase exists in multiple molecular forms which possess similar catalytic properties, but differ in their oligomeric assembly and mode of cell attachment to the cell surface. It is encoded by the single ACHE gene, and the structural diversity in the gene products arises from alternative mRNA splicing, and post-translational associations of catalytic and structural subunits. The major form of acetylcholinesterase found in brain, muscle and other tissues is the hydrophilic species, which forms disulfide-linked oligomers with collagenous, or lipid-containing structural subunits. The other, alternatively spliced form, expressed primarily in the erythroid tissues, differs at the C-terminal end, and contains a cleavable hydrophobic peptide with a GPI-anchor site. It associates with the membranes through the phosphoinositide (PI) moieties added post-translationally. AChE activity may constitute a sensitive biomarker of RBC ageing in vivo, and thus, may be of aid in understanding the effects of transfusion[provided by RefSeq, Sep 2019];ACEE, ARACHE, N-ACHE, YT;7;100896993;100889993;7q22.1;No
22985;ACIN1;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;apoptotic chromatin condensation inducer 1;Apoptosis is defined by several morphologic nuclear changes, including chromatin condensation and nuclear fragmentation. This gene encodes a nuclear protein that induces apoptotic chromatin condensation after activation by caspase-3, without inducing DNA fragmentation. This protein has also been shown to be a component of a splicing-dependent multiprotein exon junction complex (EJC) that is deposited at splice junctions on mRNAs, as a consequence of pre-mRNA splicing. It may thus be involved in mRNA metabolism associated with splicing. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Oct 2011];ACINUS, ACN, fSAP152;14;23095613;23058563;14q11.2;No
57007;ACKR3;Yes;No;Yes;driver gene;1;cancer;1;Apoptosis;atypical chemokine receptor 3;This gene encodes a member of the G-protein coupled receptor family. Although this protein was earlier thought to be a receptor for vasoactive intestinal peptide (VIP), it is now considered to be an orphan receptor, in that its endogenous ligand has not been identified. The protein is also a coreceptor for human immunodeficiency viruses (HIV). Translocations involving this gene and HMGA2 on chromosome 12 have been observed in lipomas. [provided by RefSeq, Jul 2008];CMKOR1, CXC-R7, CXCR-7, CXCR7, GPR159, RDC-1, RDC1;2;236537121;236582353;2q37.3;Yes
47;ACLY;Yes;No;Yes;no driver gene;0;tumor;2;Apoptosis/Cellular senescence;ATP citrate lyase;ATP citrate lyase is the primary enzyme responsible for the synthesis of cytosolic acetyl-CoA in many tissues. The enzyme is a tetramer (relative molecular weight approximately 440,000) of apparently identical subunits. It catalyzes the formation of acetyl-CoA and oxaloacetate from citrate and CoA with a concomitant hydrolysis of ATP to ADP and phosphate. The product, acetyl-CoA, serves several important biosynthetic pathways, including lipogenesis and cholesterogenesis. In nervous tissue, ATP citrate-lyase may be involved in the biosynthesis of acetylcholine. Multiple transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, Dec 2014];ACL, ATPCL, CLATP;17;41930544;41866916;17q21.2;Yes
48;ACO1;Yes;No;Yes;no driver gene;0;cancer;1;Ferroptosis;aconitase 1;The protein encoded by this gene is a bifunctional, cytosolic protein that functions as an essential enzyme in the TCA cycle and interacts with mRNA to control the levels of iron inside cells. When cellular iron levels are high, this protein binds to a 4Fe-4S cluster and functions as an aconitase. Aconitases are iron-sulfur proteins that function to catalyze the conversion of citrate to isocitrate. When cellular iron levels are low, the protein binds to iron-responsive elements (IREs), which are stem-loop structures found in the 5' UTR of ferritin mRNA, and in the 3' UTR of transferrin receptor mRNA. When the protein binds to IRE, it results in repression of translation of ferritin mRNA, and inhibition of degradation of the otherwise rapidly degraded transferrin receptor mRNA. The encoded protein has been identified as a moonlighting protein based on its ability to perform mechanistically distinct functions. Alternative splicing results in multiple transcript variants [provided by RefSeq, Jan 2014];ACONS, HEL60, IREB1, IREBP, IREBP1, IRP1;9;32384642;32454768;9p21.1;Yes
50;ACO2;Yes;No;No;no driver gene;0;tumor;2;Apoptosis/Autophagy;aconitase 2;The protein encoded by this gene belongs to the aconitase/IPM isomerase family. It is an enzyme that catalyzes the interconversion of citrate to isocitrate via cis-aconitate in the second step of the TCA cycle. This protein is encoded in the nucleus and functions in the mitochondrion. It was found to be one of the mitochondrial matrix proteins that are preferentially degraded by the serine protease 15(PRSS15), also known as Lon protease, after oxidative modification. [provided by RefSeq, Jul 2008];ACONM, HEL-S-284, ICRD, OCA8, OPA9;22;41469116;41528973;22q13.2;No
730249;ACOD1;Yes;No;No;no driver gene;0;tumor;1;Necrosis;aconitate decarboxylase 1;"Enables aconitate decarboxylase activity. Involved in defense response; positive regulation of antimicrobial humoral response; and tolerance induction to lipopolysaccharide. Predicted to be active in mitochondrion. [provided by Alliance of Genome Resources, Apr 2022]";CAD, IRG1;13;76948510;76958637;13q22.3;No
11332;ACOT7;Yes;No;No;no driver gene;0;tumor;1;Ferroptosis;acyl-CoA thioesterase 7;This gene encodes a member of the acyl coenzyme family. The encoded protein hydrolyzes the CoA thioester of palmitoyl-CoA and other long-chain fatty acids. Decreased expression of this gene may be associated with mesial temporal lobe epilepsy. Alternatively spliced transcript variants encoding distinct isoforms with different subcellular locations have been characterized. [provided by RefSeq, Jul 2008];ACH1, ACT, BACH, CTE-II, LACH, LACH1, hBACH;1;6393766;6264271;1p36.31;No
52;ACP1;Yes;No;No;no driver gene;0;tumor;1;Autophagy;acid phosphatase 1;The product of this gene belongs to the phosphotyrosine protein phosphatase family of proteins. It functions as an acid phosphatase and a protein tyrosine phosphatase by hydrolyzing protein tyrosine phosphate to protein tyrosine and orthophosphate. This enzyme also hydrolyzes orthophosphoric monoesters to alcohol and orthophosphate. This gene is genetically polymorphic, and three common alleles segregating at the corresponding locus give rise to six phenotypes. Each allele appears to encode at least two electrophoretically different isozymes, Bf and Bs, which are produced in allele-specific ratios. Multiple alternatively spliced transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, Aug 2008];HAAP, LMW-PTP, LMWPTP;2;264946;278282;2p25.3;No
54;ACP5;Yes;No;No;no driver gene;0;tumor;1;Necrosis;acid phosphatase 5, tartrate resistant;This gene encodes an iron containing glycoprotein which catalyzes the conversion of orthophosphoric monoester to alcohol and orthophosphate. It is the most basic of the acid phosphatases and is the only form not inhibited by L(+)-tartrate. [provided by RefSeq, Aug 2008];HPAP, TRACP5a, TRACP5b, TRAP, TRAcP, TrATPase;19;11578974;11574659;19p13.2;No
84519;ACRBP;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;acrosin binding protein;The protein encoded by this gene is similar to proacrosin binding protein sp32 precursor found in mouse, guinea pig, and pig. This protein is located in the sperm acrosome and is thought to function as a binding protein to proacrosin for packaging and condensation of the acrosin zymogen in the acrosomal matrix. This protein is a member of the cancer/testis family of antigens and it is found to be immunogenic. In normal tissues, this mRNA is expressed only in testis, whereas it is detected in a range of different tumor types such as bladder, breast, lung, liver, and colon. [provided by RefSeq, Jul 2008];CT23, OY-TES-1, SP32;12;6647431;6638074;12p13.31;No
2181;ACSL3;Yes;No;Yes;driver gene;1;tumor;1;Ferroptosis;acyl-CoA synthetase long chain family member 3;The protein encoded by this gene is an isozyme of the long-chain fatty-acid-coenzyme A ligase family. Although differing in substrate specificity, subcellular localization, and tissue distribution, all isozymes of this family convert free long-chain fatty acids into fatty acyl-CoA esters, and thereby play a key role in lipid biosynthesis and fatty acid degradation. This isozyme is highly expressed in brain, and preferentially utilizes myristate, arachidonate, and eicosapentaenoate as substrates. The amino acid sequence of this isozyme is 92% identical to that of rat homolog. Two transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Jul 2008];ACS3, FACL3, LACS 3, LACS3, PRO2194;2;222861035;222944638;2q36.1;Yes
2182;ACSL4;Yes;No;Yes;no driver gene;0;tumor;1;Ferroptosis;acyl-CoA synthetase long chain family member 4;The protein encoded by this gene is an isozyme of the long-chain fatty-acid-coenzyme A ligase family. Although differing in substrate specificity, subcellular localization, and tissue distribution, all isozymes of this family convert free long-chain fatty acids into fatty acyl-CoA esters, and thereby play a key role in lipid biosynthesis and fatty acid degradation. This isozyme preferentially utilizes arachidonate as substrate. The absence of this enzyme may contribute to the cognitive disability or Alport syndrome. Alternative splicing of this gene generates multiple transcript variants. [provided by RefSeq, Jan 2016];ACS4, FACL4, LACS4, MRX63, MRX68, XLID63;X;109733256;109641334;Xq23;Yes
51703;ACSL5;Yes;No;No;no driver gene;0;tumor;1;Apoptosis;acyl-CoA synthetase long chain family member 5;The protein encoded by this gene is an isozyme of the long-chain fatty-acid-coenzyme A ligase family. Although differing in substrate specificity, subcellular localization, and tissue distribution, all isozymes of this family convert free long-chain fatty acids into fatty acyl-CoA esters, and thereby play a key role in lipid biosynthesis and fatty acid degradation. This isozyme is highly expressed in uterus and spleen, and in trace amounts in normal brain, but has markedly increased levels in malignant gliomas. This gene functions in mediating fatty acid-induced glioma cell growth. Three transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Jul 2008];ACS2, ACS5, DIAR13, FACL5;10;112374115;112428375;10q25.2;No
55902;ACSS2;Yes;No;Yes;no driver gene;0;tumor;2;Autophagy/Alkaliptosis;acyl-CoA synthetase short chain family member 2;This gene encodes a cytosolic enzyme that catalyzes the activation of acetate for use in lipid synthesis and energy generation. The protein acts as a monomer and produces acetyl-CoA from acetate in a reaction that requires ATP. Expression of this gene is regulated by sterol regulatory element-binding proteins, transcription factors that activate genes required for the synthesis of cholesterol and unsaturated fatty acids. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2009];ACAS2, ACECS, ACS, ACSA, AceCS1, dJ1161H23.1;20;34874988;34927958;20q11.22;Yes
59;ACTA2;Yes;No;No;no driver gene;0;cancer;1;Apoptosis;actin alpha 2, smooth muscle;This gene encodes one of six different actin proteins. Actins are highly conserved proteins that are involved in cell motility, structure, integrity, and intercellular signaling. The encoded protein is a smooth muscle actin that is involved in vascular contractility and blood pressure homeostasis. Mutations in this gene cause a variety of vascular diseases, such as thoracic aortic disease, coronary artery disease, stroke, and Moyamoya disease, as well as multisystemic smooth muscle dysfunction syndrome. [provided by RefSeq, Sep 2017];ACTSA, SMDYS;10;88991336;88935073;10q23.31;No
